disease_id	disease_name	treats	palliates	total_edges
Q18554889	drug psychosis	0	0	2
Q18554968	drug-induced hepatitis	0	0	2
Q18554227	drug-induced mental disorder	0	0	2
Q18553790	dry eye syndrome	1	0	4
Q18553635	ductal carcinoma in situ	0	0	1
Q239848	dumping syndrome	0	0	1
Q18554887	duodenal benign neoplasm	0	0	3
Q18556187	duodenal disease	0	0	3
Q18557781	duodenal gastrinoma	0	0	3
Q18555979	duodenal obstruction	0	0	4
Q18557603	duodenal somatostatinoma	0	0	1
Q18968110	duodenal ulcer	19	0	22
Q1266418	duodenitis	0	0	1
Q4170873	duodenogastric reflux	0	0	2
Q18553946	duodenum adenocarcinoma	0	0	3
Q18553570	duodenum adenoma	0	0	2
Q2936213	duodenum cancer	0	0	5
Q1286499	dust mite allergy	0	0	1
Q5319350	dysbaric osteonecrosis	0	0	2
Q742672	dyscalculia	0	0	1
Q28816799	dyschromatopsia	0	0	2
Q5319366	dyschromatosis symmetrica hereditaria	0	0	1
Q5319369	dyschromatosis universalis hereditaria	0	0	1
Q18555156	dysembryoplastic neuroepithelial tumor	0	0	1
Q129279	dysentery	2	0	6
Q3042104	dysferlinopathy	0	0	1
Q3042106	dysgammaglobulinemia	0	0	6
Q1269251	dysgerminoma	0	0	2
Q18556827	dysgerminoma of ovary	0	0	4
Q584560	dysgraphia	0	0	1
Q18554260	dyshormonogenic goiter	0	0	1
Q3709312	dyskeratosis congenita	0	0	1
Q472052	dyskinesia of esophagus	0	0	1
Q4813631	dyskinetic cerebral palsy	0	0	1
Q132971	dyslexia	0	0	4
Q1269307	dysostosis	0	0	9
Q653971	dyspepsia	14	0	15
Q5319554	dysplastic nevus syndrome	0	0	1
Q427810	dysthymic disorder	0	0	1
Q906492	dystonia	2	0	8
Q18554723	dystrophies primarily involving the retinal pigment epithelium	0	0	1
Q18553276	early congenital syphilis	0	0	1
Q18557902	early invasive cervical adenocarcinoma	0	0	1
Q5326887	early myoclonic encephalopathy	2	0	3
Q3333205	early summer meningoencephalitis	0	0	2
Q18553891	early yaws	0	0	1
Q21154042	early-onset Parkinson disease 6	0	0	1
Q373822	eating disorder	2	0	15
Q18556792	eccrine acrospiroma	0	0	1
Q18556549	eccrine adenocarcinoma	0	0	2
Q18554986	eccrine mixed tumor of skin	0	0	2
Q18556884	eccrine papillary adenocarcinoma	0	0	1
Q18556794	eccrine papillary adenoma	0	0	1
Q18557651	eccrine porocarcinoma	0	0	1
Q18556550	eccrine sweat gland cancer	0	0	5
Q18554886	eccrine sweat gland neoplasm	0	0	4
Q777087	echinococcosis	1	0	5
Q18554261	echinostomiasis	0	0	2
Q552348	eclampsia	1	0	2
Q470701	ecthyma	0	0	1
Q5334252	ectomesenchymoma	0	0	1
Q207087	ectopic pregnancy	1	0	3
Q5334295	ectopic thymus	0	0	1
Q5420699	ectothrix infectious disease	0	0	1
Q28065589	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1	0	0	1
Q28065588	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3	0	0	1
Q662298	ectropion	0	0	6
Q3718816	eczema herpeticum	0	0	2
Q18554927	eczematous dermatitis of eyelid	0	0	1
Q576179	egg allergy	0	0	2
Q912344	ego-dystonic sexual orientation	0	0	1
Q2845432	ehrlichiosis	0	0	4
Q18553411	electroclinical syndrome	0	0	6
Q16775468	elephantiasis	1	0	4
Q5370230	embryoma	0	0	1
Q18557394	embryonal cancer	2	0	5
Q1451877	embryonal carcinoma	0	0	4
Q18555352	embryonal extrahepatic bile duct rhabdomyosarcoma	0	0	1
Q18975391	embryonal rhabdomyosarcoma	0	0	5
Q18556938	embryonal testis carcinoma	0	0	4
Q18558214	emphysematous cholecystitis	0	0	1
Q1339466	empty sella syndrome	0	0	1
Q18555021	enamel caries	0	0	1
Q18555100	enamel erosion	0	0	1
Q18555362	encapsulated thymoma	0	0	1
Q199615	encephalitis	0	0	9
Q1339986	encephalitozoonosis	0	0	1
Q947813	encephalomalacia	0	0	2
Q1634879	encephalomyelitis	0	0	2
Q1485893	encephalopathy due to GLUT1 deficiency	0	0	1
Q19001011	end stage renal failure	0	0	1
Q3084532	endemic typhus	0	0	1
Q18557312	endobronchial leiomyoma	0	0	1
Q18553803	endobronchial lipoma	0	0	1
Q5376225	endocardial fibroelastosis	0	0	1
Q82504	endocarditis	2	0	5
Q18557051	endocardium cancer	0	0	2
Q18553499	endocardium disease	0	0	4
Q18553582	endocervical adenocarcinoma	0	0	1
Q18557625	endocervical carcinoma	0	0	3
Q18557860	endocervical type cervical adenomyoma	0	0	1
Q18557910	endocervical type cervical mucinous adenocarcinoma	0	0	1
Q18556992	endocervicitis	0	0	1
Q18554306	endocrine exophthalmos	0	0	4
Q18554878	endocrine gland cancer	0	0	11
Q18553650	endocrine organ benign neoplasm	0	0	7
Q18554734	endocrine pancreas disease	0	0	11
Q2661443	endocrine system disease	0	0	9
Q27674739	endocrine-cerebro-osteodysplasia syndrome	0	0	1
Q18557545	endodermal sinus pattern testicular yolk sac tumor	0	0	1
Q3542021	endodermal sinus tumor	0	0	4
Q5376333	endogenous depression	0	0	4
Q9376235	endolymphatic hydrops	0	0	2
Q18555221	endometrial adenocarcinoma	0	0	10
Q18556913	endometrial adenosquamous carcinoma	0	0	3
Q944777	endometrial cancer	0	0	8
Q18555222	endometrial carcinoma	4	0	11
Q18556728	endometrial clear cell adenocarcinoma	0	0	1
Q18553772	endometrial disease	0	0	3
Q18557690	endometrial mixed adenocarcinoma	0	0	1
Q18556040	endometrial mucinous adenocarcinoma	0	0	2
Q18557489	endometrial small cell carcinoma	0	0	1
Q18556848	endometrial squamous cell carcinoma	0	0	3
Q18967676	endometrial stromal nodule	0	0	1
Q18975781	endometrial stromal sarcoma	0	0	2
Q18556657	endometrial stromal tumor	0	0	2
Q18556147	endometrial transitional cell carcinoma	0	0	1
Q18557861	endometrial type cervical adenomyoma	0	0	1
Q18557024	endometrioid ovary carcinoma	0	0	1
Q205764	endometriosis	8	0	22
Q18554079	endometriosis of intestine	0	0	2
Q5376367	endometriosis of ovary	0	0	1
Q18554080	endometriosis of pelvic peritoneum	0	0	1
Q18554082	endometriosis of rectovaginal septum and vagina	0	0	2
Q2012569	endometriosis of uterus	10	0	13
Q1340774	endometritis	0	0	4
Q18556661	endometrium carcinoma in situ	0	0	1
Q18554405	endomyocardial fibrosis	0	0	1
Q1294912	endophthalmitis	0	0	3
Q5376410	endosalpingiosis	0	0	1
Q5376444	endothrix infectious disease	0	0	1
Q5379052	enlarged vestibular aqueduct	0	0	2
Q1343593	enophthalmos	0	0	1
Q18557917	enteric pattern testicular yolk sac tumor	0	0	1
Q1992236	enterobiasis	0	0	1
Q5380222	enterocele	0	0	2
Q1344603	enterohaemorrhagic Escherichia coli infection	0	0	1
Q52844	enthesopathy	10	0	16
Q1327273	entropion	0	0	5
Q505142	eosinophilia	0	0	5
Q3508806	eosinophilia-myalgia syndrome	0	0	1
Q2057356	eosinophilic esophagitis	0	0	4
Q18556159	eosinophilic gastritis	0	0	1
Q2059279	eosinophilic gastroenteritis	0	0	1
Q18553849	eosinophilic meningitis	0	0	1
Q32540	eosinophilic pneumonia	0	0	4
Q18557310	eosinophilic variant of chromophobe renal cell carcinoma	0	0	1
Q18556484	ependymoblastoma	0	0	4
Q18556444	epicardium cancer	0	0	1
Q18557205	epicardium lipoma	0	0	1
Q2457358	epicondylitis	0	0	1
Q223663	epidemic pleurodynia	0	0	1
Q1290616	epidemic typhus	0	0	2
Q18555077	epidermal appendage tumor	0	0	1
Q974691	epidermodysplasia verruciformis	0	0	4
Q923020	epidermolysis bullosa	1	0	6
Q3726860	epidermolysis bullosa acquisita	0	0	2
Q3589131	epidermolysis bullosa dystrophica	0	0	2
Q3124960	epidermolysis bullosa simplex	0	0	3
Q28065538	epidermolysis bullosa simplex Dowling-Meara type	0	0	1
Q28065539	epidermolysis bullosa simplex Ogna type	0	0	1
Q18975832	epidermolytic acanthoma	0	0	1
Q3801491	epidermolytic hyperkeratosis	2	0	4
Q18556627	epididymal neoplasm	0	0	1
Q18553851	epididymis adenocarcinoma	0	0	2
Q18557594	epididymis adenomatoid tumor	0	0	2
Q18553850	epididymis cancer	0	0	2
Q1344812	epididymitis	2	0	5
Q3355380	epididymo-orchitis	0	0	4
Q18353735	epidural abscess	0	0	1
Q18556001	epidural neoplasm	0	0	2
Q18556000	epidural spinal canal angiolipoma	0	0	3
Q18556077	epidural spinal canal meningioma	0	0	1
Q18557843	epiglottis cancer	0	0	1
Q18557479	epiglottis neoplasm	0	0	1
Q1347065	epiglottitis	0	0	1
Q41571	epilepsy	2	0	16
Q18557714	epilepsy with generalized tonic-clonic seizures	6	0	7
Q6279182	epileptic seizure	0	0	2
Q18554717	epiphora due to excess lacrimation	0	0	1
Q18554594	epiphora due to insufficient drainage	0	0	1
Q18554242	episcleritis periodica fugax	0	0	1
Q21503282	episodic ataxia	0	0	9
Q21694563	episodic ataxia type 1	0	0	1
Q2868790	episodic ataxia type 2	0	0	1
Q21082504	episodic ataxia type 3	0	0	1
Q5383563	episodic ataxia type 4	0	0	1
Q21097871	episodic ataxia type 5	0	0	1
Q21097872	episodic ataxia type 6	0	0	1
Q19001364	episodic ataxia type 7	0	0	1
Q21097783	episodic ataxia type 8	0	0	1
Q21154080	epithelial and subepithelial dystrophy	0	0	6
Q4162388	epithelial basement membrane dystrophy	0	0	1
Q18557769	epithelial malignant thymoma	0	0	1
Q18556667	epithelial predominant Wilms' tumor	0	0	1
Q18556471	epithelial predominant pulmonary blastoma	0	0	1
Q19000517	epithelial-myoepithelial carcinoma	0	0	1
Q21154081	epithelial-stromal TGFBI dystrophy	0	0	6
Q18556292	epithelioid cell melanoma	0	0	3
Q18556816	epithelioid cell synovial sarcoma	0	0	1
Q18556702	epithelioid leiomyosarcoma	0	0	2
Q18557913	epithelioid malignant peripheral nerve sheath tumor	0	0	1
Q18556647	epithelioid neurofibroma	0	0	1
Q5383708	epithelioid sarcoma	0	0	5
Q18555987	epithelioid trophoblastic tumor	0	0	1
Q18555376	epithelioid type angiomyolipoma	0	0	1
Q841989	epulis	0	0	2
Q18554598	equatorial staphyloma	0	0	1
Q207092	erysipelas	0	0	1
Q1607983	erysipeloid	0	0	1
Q5396391	erythema elevatum diutinum	0	0	2
Q753654	erythema infectiosum	0	0	2
Q1363732	erythema multiforme	0	0	1
Q18558061	erythematosquamous dermatosis	0	0	1
Q939261	erythrasma	1	0	2
Q3591493	erythrokeratodermia variabilis	0	0	1
Q524353	erythromelalgia	0	0	2
Q1759600	erythropoietic protoporphyria	0	0	4
Q18555215	erythropoietin polycythemia	0	0	1
Q18556522	esophageal adenoid cystic carcinoma	0	0	1
Q18556907	esophageal adenosquamous carcinoma	0	0	1
Q298233	esophageal atresia	0	0	1
Q18557462	esophageal basaloid squamous cell carcinoma	0	0	1
Q372701	esophageal cancer	3	0	17
Q5398631	esophageal candidiasis	0	0	2
Q18553999	esophageal carcinoma	0	0	8
Q2912193	esophageal disease	1	0	15
Q18554459	esophageal diverticulosis	0	0	1
Q18558047	esophageal leukoplakia	0	0	1
Q18553804	esophageal lipoma	0	0	3
Q18557009	esophageal neuroendocrine tumor	0	0	2
Q18557555	esophageal tuberculosis	0	0	2
Q298278	esophageal varix	0	0	1
Q298230	esophagitis	5	0	11
Q18556542	esophagus adenocarcinoma	0	0	3
Q18558060	esophagus carcinoma in situ	0	0	2
Q18558176	esophagus leiomyoma	0	0	3
Q18556711	esophagus leiomyosarcoma	0	0	2
Q18556946	esophagus liposarcoma	0	0	2
Q18553998	esophagus lymphoma	0	0	2
Q18554002	esophagus melanoma	0	0	2
Q18554015	esophagus sarcoma	0	0	4
Q18557486	esophagus small cell carcinoma	0	0	2
Q18556059	esophagus squamous cell carcinoma	0	0	10
Q18558171	esophagus squamous cell papilloma	0	0	3
Q18556058	esophagus verrucous carcinoma	0	0	2
Q2720759	esotropia	0	0	4
Q988405	essential hypertension	0	0	3
Q18555037	essential thrombocythemia	1	0	2
Q693519	essential tremor	1	0	4
Q5957980	estrogen excess	0	0	1
Q18553637	estrogen-receptor negative breast cancer	0	0	1
Q18553636	estrogen-receptor positive breast cancer	0	0	1
Q18557291	ethmoid sinus Schneiderian papilloma	0	0	1
Q18555189	ethmoid sinus adenocarcinoma	0	0	1
Q18555188	ethmoid sinus adenoid cystic carcinoma	0	0	1
Q18554565	ethmoid sinus cancer	0	0	4
Q18557383	ethmoid sinus ectopic meningioma	0	0	1
Q18557293	ethmoid sinus inverted papilloma	0	0	4
Q18555187	ethmoid sinus squamous cell carcinoma	0	0	2
Q3059297	ethmoid sinusitis	0	0	1
Q18558150	ethmoid sinusitis	0	0	3
Q18554566	ethmoidal sinus neoplasm	0	0	4
Q17119115	ethylmalonic encephalopathy	0	0	1
Q1759514	eumycotic mycetoma	0	0	3
Q18556581	eunuchism	0	0	1
Q18558207	eustachian tube disease	0	0	3
Q1378921	euthyroid sick syndrome	0	0	1
Q18554569	eversion of lacrimal punctum	0	0	1
Q14509067	exanthem	0	0	3
Q720032	exanthema subitum	0	0	1
Q1347256	excessive tearing	0	0	3
Q3824795	exfoliation syndrome	0	0	2
Q43405	exhibitionism	0	0	1
Q18555232	exocervical carcinoma	0	0	1
Q641605	exocrine pancreatic insufficiency	0	0	1
Q18554445	exophthalmic ophthalmoplegia	0	0	2
Q684383	exophthalmos	0	0	5
Q1384176	exostosis	0	0	3
Q2556242	exotropia	0	0	3
Q18558134	exposure keratitis	0	0	1
Q1075470	expressive language disorder	0	0	2
Q18553814	external auditory meatus lipoma	0	0	1
Q18556265	external ear basal cell carcinoma	0	0	1
Q18556929	external ear cancer	0	0	3
Q18556266	external ear carcinoma	0	0	4
Q18556075	external ear disease	0	0	4
Q18556854	external ear squamous cell carcinoma	0	0	2
Q18554784	external pathological resorption	0	0	1
Q18553578	extra-adrenal pheochromocytoma	0	0	1
Q18556042	extracranial neuroblastoma	0	0	2
Q18975979	extracutaneous mastocytoma	0	0	2
Q18556454	extragonadal germ cell cancer	0	0	2
Q18556934	extragonadal nonseminomatous germ cell tumor	0	0	1
Q18557029	extragonadal seminoma	0	0	1
Q18555953	extrahepatic bile duct adenocarcinoma	0	0	4
Q18556791	extrahepatic bile duct adenoma	0	0	3
Q18556429	extrahepatic bile duct carcinoma	0	0	3
Q18557833	extrahepatic bile duct cystadenoma	0	0	2
Q18556630	extrahepatic bile duct leiomyoma	0	0	3
Q18556723	extrahepatic bile duct leiomyosarcoma	0	0	3
Q18553818	extrahepatic bile duct lipoma	0	0	3
Q18557616	extrahepatic bile duct papillary adenoma	0	0	3
Q18557072	extrahepatic bile duct small cell adenocarcinoma	0	0	1
Q18557724	extrahepatic biliary papillomatosis	0	0	1
Q18554560	extrahepatic cholestasis	0	0	1
Q18556048	extramedullary plasmacytoma	0	0	1
Q18556417	extraocular retinoblastoma	0	0	2
Q18556241	extraosseous Ewing's sarcoma	0	0	3
Q18556571	extraosseous Ewings sarcoma-primitive neuroepithelial tumor	0	0	1
Q18556378	extraosseous chondrosarcoma	0	0	5
Q18555391	extraosseous osteosarcoma	0	0	5
Q18553330	extrapulmonary tuberculosis	0	0	9
Q18554618	extrapyramidal and movement disease	0	0	1
Q1385411	extrapyramidal symptoms	0	0	1
Q18975622	extraskeletal chondroma	0	0	1
Q18556377	extraskeletal mesenchymal chondrosarcoma	0	0	2
Q18557267	extraskeletal myxoid chondrosarcoma	0	0	2
Q18555113	extratemporal epilepsy	0	0	2
Q35890	extrinsic allergic alveolitis	0	0	12
Q18556137	extrinsic cardiomyopathy	0	0	3
Q18556473	exudative glomerulonephritis	0	0	1
Q5432936	exudative vitreoretinopathy	0	0	1
Q18553766	eye accommodation disease	0	0	5
Q18553495	eye adnexa disease	0	0	3
Q18554821	eye and adnexa disease	0	0	5
Q18555241	eye carcinoma	0	0	3
Q18558017	eye carcinoma in situ	0	0	2
Q18558225	eye degenerative disease	0	0	9
Q3041498	eye disease	3	0	51
Q2681162	eye injury	0	0	3
Q18557401	eye lymphoma	0	0	5
Q18557244	eyelid carcinoma	0	0	3
Q18553781	eyelid degenerative disease	0	0	5
Q18556729	eyelid disease	0	0	14
Q18555022	eyelid neoplasm	0	0	1
Q16536795	facial cellulitis	0	0	1
Q18555301	facial dermatosis	16	0	17
Q250365	facial hemiatrophy	0	0	1
Q18554894	facial nerve disease	0	0	7
Q18554899	facial nerve neoplasm	0	0	1
Q2561844	facial neuralgia	0	0	2
Q7562539	facial paralysis	1	0	4
Q1399182	facioscapulohumeral muscular dystrophy	0	0	1
Q2686385	factitious disorder	0	0	5
Q1641328	factitious hypoglycemia	0	0	1
Q18555033	factor V deficiency	0	0	1
Q18555032	factor VII deficiency	1	0	2
Q2092064	factor VIII deficiency	1	0	3
Q18555036	factor X deficiency	0	0	1
Q1393718	factor XI deficiency	0	0	2
Q18555042	factor XII deficiency	0	0	1
Q18556039	fallopian tube adenocarcinoma	0	0	7
Q18556806	fallopian tube adenofibroma	0	0	3
Q18556673	fallopian tube adenomatoid tumor	0	0	2
Q18554951	fallopian tube adenosarcoma	0	0	2
Q18553670	fallopian tube benign neoplasm	0	0	7
Q18968203	fallopian tube cancer	0	0	6
Q18554948	fallopian tube carcinoma	0	0	7
Q18554950	fallopian tube carcinosarcoma	0	0	3
Q18556730	fallopian tube clear cell adenocarcinoma	0	0	2
Q18557873	fallopian tube cystadenofibroma	0	0	2
Q18554947	fallopian tube disease	0	0	5
Q18557027	fallopian tube endometrioid adenocarcinoma	0	0	1
Q18554078	fallopian tube endometriosis	0	0	2
Q18556739	fallopian tube germ cell cancer	0	0	3
Q18557863	fallopian tube gestational choriocarcinoma	0	0	2
Q18556629	fallopian tube leiomyoma	0	0	2
Q18554949	fallopian tube leiomyosarcoma	0	0	2
Q18556037	fallopian tube mucinous adenocarcinoma	0	0	2
Q18556038	fallopian tube mucinous tumor	0	0	1
Q18556889	fallopian tube papillary adenocarcinoma	0	0	2
Q18556890	fallopian tube serous adenocarcinoma	0	0	2
Q18555318	fallopian tube serous papilloma	0	0	1
Q18556856	fallopian tube squamous cell carcinoma	0	0	2
Q18556868	fallopian tube teratoma	0	0	2
Q18556150	fallopian tube transitional cell carcinoma	0	0	2
Q3508619	fallot complex - intellectual disability - growth delay	0	0	1
Q1144618	familial Mediterranean fever	0	0	1
Q1369011	familial adenomatous polyposis	1	0	2
Q5432932	familial atrial fibrillation	0	0	1
Q28065566	familial chronic myelocytic leukemia-like syndrome	0	0	1
Q18554608	familial combined hyperlipidemia	0	0	2
Q5432935	familial encephalopathy with neuroserpin inclusion bodies	0	0	1
Q27674749	familial erythrocytosis 1	0	0	1
Q18557795	familial glomangioma	0	0	1
Q3312899	familial hemiplegic migraine	0	0	1
Q2711291	familial hypercholesterolemia	1	0	2
Q18554145	familial hyperlipidemia	17	0	25
Q5432941	familial hypertriglyceridemia	0	0	3
Q28024517	familial hypocalciuric hypercalcemia	0	0	4
Q28024518	familial hypocalciuric hypercalcemia 1	0	0	1
Q28024519	familial hypocalciuric hypercalcemia 2	0	0	1
Q28024520	familial hypocalciuric hypercalcemia 3	0	0	1
Q18553626	familial juvenile hyperuricemic nephropathy	0	0	1
Q2349695	familial lipoprotein lipase deficiency	0	0	1
Q18553300	familial medullary thyroid carcinoma	0	0	2
Q18557380	familial melanoma	0	0	1
Q18556390	familial meningioma	0	0	1
Q2160802	familial nephrotic syndrome	0	0	1
Q1788314	familial periodic paralysis	0	0	4
Q18557188	familial renal oncocytoma	0	0	1
Q18557157	familial renal papillary carcinoma	0	0	1
Q18556413	familial retinoblastoma	2	0	3
Q28065551	familial temporal lobe epilepsy 1	0	0	1
Q28065558	familial temporal lobe epilepsy 2	0	0	1
Q28065553	familial temporal lobe epilepsy 3	0	0	1
Q28065556	familial temporal lobe epilepsy 4	0	0	1
Q28065555	familial temporal lobe epilepsy 5	0	0	1
Q28065552	familial temporal lobe epilepsy 6	0	0	1
Q28065554	familial temporal lobe epilepsy 7	0	0	1
Q28065557	familial temporal lobe epilepsy 8	0	0	1
Q13581332	familial visceral amyloidosis	0	0	2
Q18557534	familiar fallopian tube carcinoma	0	0	1
Q18557400	familiar ovarian carcinoma	0	0	1
Q1396859	farmer's lung	0	0	1
Q1870975	fasciitis	0	0	6
Q719656	fascioliasis	0	0	2
Q18554258	fascioloidiasis	1	0	2
Q2140729	fasciolopsiasis	0	0	1
Q18553919	fat necrosis of breast	0	0	2
Q862872	fatal familial insomnia	0	0	1
Q18553419	fatal infantile encephalocardiomyopathy	0	0	1
Q10863074	fatty liver disease	0	0	14
Q1398913	favism	0	0	1
Q18554867	female breast axillary tail cancer	0	0	1
Q18553389	female breast cancer	0	0	8
Q18557750	female breast carcinoma	0	0	1
Q18554604	female breast central part cancer	0	0	1
Q18554866	female breast lower-inner quadrant cancer	0	0	1
Q18554652	female breast lower-outer quadrant cancer	0	0	1
Q18554209	female breast nipple and areola cancer	0	0	1
Q18554864	female breast upper-inner quadrant cancer	0	0	1
Q18558218	female breast upper-outer quadrant cancer	0	0	1
Q18554555	female infertility of uterine origin	0	0	1
Q18555259	female reproductive endometrioid cancer	0	0	2
Q18553647	female reproductive organ benign neoplasm	0	0	10
Q18554220	female reproductive organ cancer	0	0	14
Q5442760	female reproductive system disease	11	0	32
Q18557528	female stress incontinence	0	0	1
Q18557568	female urethral cancer	0	0	3
Q18556858	femoral cancer	0	0	1
Q3005579	femoral neuralgia	0	0	1
Q18556225	femoral neuropathy	0	0	1
Q18554284	femoral vein thrombophlebitis	0	0	1
Q18557831	fetal adenoma	0	0	1
Q17002116	fetal alcohol spectrum disorder	0	0	6
Q400277	fetal alcohol syndrome	0	0	1
Q743545	fetal erythroblastosis	0	0	3
Q1409081	fetal nicotine spectrum disorder	0	0	3
Q21505495	fetal valproate syndrome	0	0	1
Q207791	fetishism	0	0	2
Q953330	fibrillary astrocytoma	0	0	1
Q18556950	fibroblastic liposarcoma	0	0	1
Q3071315	fibrochondrogenesis	0	0	1
Q1410831	fibrodysplasia ossificans progressiva	0	0	1
Q18556269	fibroepithelial basal cell carcinoma	0	0	1
Q18557859	fibroepithelial polyp of the anus	0	0	2
Q18557835	fibroepithelial polyp of urethra	0	0	2
Q18553751	fibrogenesis imperfecta ossium	0	0	1
Q4667072	fibroma	0	0	5
Q540571	fibromyalgia	0	0	2
Q18557852	fibroosseous pseudotumor of digits	0	0	2
Q1362453	fibrosarcoma	1	0	12
Q18555389	fibrosarcoma of bone	0	0	1
Q18557670	fibrosarcomatous osteosarcoma	0	0	1
Q5446477	fibrosclerosis of breast	0	0	1
Q1410864	fibrous dysplasia	0	0	2
Q18556314	fibrous histiocytoma	0	0	1
Q18557513	fibrous meningioma	0	0	1
Q18556811	fibrous synovial sarcoma	0	0	1
Q18558109	fibular collateral ligament bursitis	0	0	1
Q18553475	fibular hypoplasia and complex brachydactyly	0	0	1
Q18553928	fiedler's myocarditis	0	0	1
Q18556420	filamentary keratitis	0	0	1
Q192100	filarial elephantiasis	0	0	3
Q1114480	finger agnosia	0	0	2
Q21111998	fingernail damage	0	0	1
Q3640986	first-degree atrioventricular block	0	0	1
Q23037762	fish allergy	0	0	6
Q2504473	fissured tongue	0	0	1
Q18557377	flat ductal epithelial atypia	0	0	1
Q18557947	flat retinoschisis	0	0	1
Q25303958	floppy eyelid syndrome	0	0	1
Q1127417	flying phobia	0	0	1
Q18554953	focal chorioretinitis	0	0	3
Q5463847	focal dermal hypoplasia	0	0	1
Q1428695	focal dystonia	0	0	9
Q18556475	focal embolic glomerulonephritis	0	0	1
Q7140388	focal epilepsy	12	0	23
Q5696358	focal epithelial hyperplasia	0	0	1
Q1558317	focal hand dystonia	0	0	1
Q18554624	focal labyrinthitis	0	0	1
Q1435223	focal segmental glomerulosclerosis	1	0	3
Q18554661	folic acid deficiency anemia	0	0	2
Q18557172	follicular adenoma	1	0	7
Q18556273	follicular basal cell carcinoma	0	0	1
Q19000705	follicular dendritic cell sarcoma	0	0	1
Q18557933	follicular infundibulum tumor	0	0	1
Q123251	follicular lymphoma	0	0	1
Q4734609	follicular mucinosis	0	0	2
Q18556130	follicular thyroid carcinoma	0	0	4
Q942755	folliculitis	0	0	4
Q769815	food allergy	1	0	11
Q18553250	foodborne botulism	0	0	1
Q18556450	foramen magnum meningioma	0	0	4
Q18553687	form agnosia	0	0	2
Q5476262	fourth cranial nerve palsy	0	0	4
Q221472	fragile X syndrome	0	0	4
Q1453590	freemartinism	0	0	1
Q18557797	frontal convexity meningioma	0	0	1
Q3204645	frontal lobe epilepsy	0	0	3
Q18554226	frontal lobe neoplasm	0	0	1
Q18557122	frontal sinus Schneiderian papilloma	0	0	1
Q18554557	frontal sinus cancer	0	0	2
Q18557818	frontal sinus inverted papilloma	0	0	4
Q18554559	frontal sinus neoplasm	0	0	3
Q18555081	frontal sinus squamous cell carcinoma	0	0	2
Q18553935	frontal sinusitis	0	0	3
Q18592	frontotemporal dementia	0	0	6
Q52854	frozen shoulder	0	0	1
Q3043147	fructose-1,6-bisphosphatase deficiency	0	0	1
Q5506384	fruit allergy	0	0	10
Q177878	fucosidosis	0	0	1
Q3546884	fugu poisoning	0	0	1
Q18556106	functional colonic disease	1	0	6
Q18554070	functional diarrhea	0	0	3
Q18554113	functional gastric disease	0	0	4
Q18556775	functioning pituitary adenoma	0	0	5
Q18556965	functionless pituitary adenoma	0	0	1
Q16570127	fundus albipunctatus	0	0	1
Q18557956	fundus dystrophy	0	0	9
Q18554452	fungal esophagitis	0	0	2
Q18556161	fungal gastritis	0	0	2
Q464067	fungal infectious disease	9	0	17
Q5509169	fungal meningitis	1	0	5
Q5509198	funisitis	0	0	2
Q18928476	fusariosis	0	0	1
Q18556252	gait apraxia	0	0	2
Q5517825	galactokinase deficiency	0	0	1
Q774483	galactosemia	0	0	3
Q18553350	gall bladder carcinoma in situ	0	0	2
Q18555958	gallbladder adenocarcinoma	0	0	6
Q18553540	gallbladder adenoma	0	0	3
Q18556359	gallbladder angiosarcoma	0	0	2
Q977787	gallbladder cancer	0	0	9
Q18556564	gallbladder carcinoma	0	0	6
Q5518905	gallbladder disease	0	0	15
Q18556642	gallbladder leiomyoma	0	0	3
Q18556710	gallbladder leiomyosarcoma	0	0	2
Q18553812	gallbladder lipoma	0	0	3
Q18557844	gallbladder lymphoma	0	0	2
Q18557857	gallbladder melanoma	0	0	2
Q18557435	gallbladder mucinous carcinoma	0	0	1
Q18557517	gallbladder papillary carcinoma	0	0	2
Q18555299	gallbladder papillomatosis	0	0	3
Q18557518	gallbladder pleomorphic giant cell adenocarcinoma	0	0	1
Q18556175	gallbladder rhabdomyosarcoma	0	0	2
Q18556176	gallbladder sarcoma	0	0	5
Q18555957	gallbladder signet ring cell adenocarcinoma	0	0	2
Q18557485	gallbladder small cell carcinoma	0	0	2
Q18556850	gallbladder squamous cell carcinoma	0	0	2
Q1423538	gamma chain deficiency	0	0	1
Q18553682	gamma heavy chain disease	0	0	1
Q18553706	gamma-amino butyric acid metabolism disorder	0	0	4
Q18555074	gangliocytoma	0	0	1
Q460556	ganglioglioma	0	0	2
Q18558213	ganglion or cyst of synovium/tendon/bursa	0	0	1
Q5521151	ganglioneuroblastoma	0	0	6
Q1124606	ganglioneuroma	0	0	2
Q1493513	gangliosidosis	0	0	3
Q5513690	gangliosidosis GM1	0	0	1
Q5513691	gangliosidosis GM2	0	0	3
Q1495085	gas gangrene	0	0	2
Q18556047	gastric adenocarcinoma	0	0	7
Q18556915	gastric adenosquamous carcinoma	0	0	3
Q1484679	gastric antral vascular ectasia	0	0	1
Q18557341	gastric body carcinoma	0	0	1
Q18557199	gastric cardia adenocarcinoma	0	0	2
Q18557198	gastric cardia carcinoma	0	0	3
