compound_id	compound_name	treats	palliates	total_edges
Q4096868	Q4096868	0	0	1
Q4096869	Q4096869	0	0	1
Q4096876	Q4096876	0	0	1
Q4096877	Q4096877	0	0	1
Q4096878	Q4096878	0	0	1
Q4096879	Q4096879	0	0	1
Q4096884	Q4096884	0	0	1
Q4096885	Q4096885	0	0	1
Q4096897	Q4096897	0	0	1
Q4096898	Q4096898	0	0	1
Q4124796	Q4124796	0	0	1
Q4134912	Q4134912	0	0	1
Q4134927	Q4134927	0	0	1
Q4134933	Q4134933	0	0	1
Q4134935	Q4134935	0	0	1
Q4134939	Q4134939	0	0	1
Q4134943	Q4134943	0	0	1
Q4134944	Q4134944	0	0	1
Q4134946	Q4134946	0	0	1
Q4134950	Q4134950	0	0	1
Q4134951	Q4134951	0	0	1
Q4134952	Q4134952	0	0	1
Q4134955	Q4134955	0	0	1
Q4134956	Q4134956	0	0	1
Q4134957	Q4134957	0	0	1
Q4138043	Q4138043	0	0	1
Q4138048	Q4138048	0	0	1
Q4138050	Q4138050	0	0	1
Q4138058	Q4138058	0	0	1
Q4138094	Q4138094	0	0	1
Q4138098	Q4138098	0	0	1
Q4138101	Q4138101	0	0	1
Q4138107	Q4138107	0	0	1
Q4138110	Q4138110	0	0	1
Q4138112	Q4138112	0	0	1
Q4138113	Q4138113	0	0	1
Q4138146	Q4138146	0	0	1
Q4138163	Q4138163	0	0	1
Q4138780	Q4138780	0	0	1
Q4139735	Q4139735	0	0	1
Q4145945	Q4145945	0	0	1
Q4155846	Q4155846	0	0	1
Q4161063	Q4161063	0	0	1
Q4161095	Q4161095	0	0	1
Q4161097	Q4161097	0	0	1
Q4161100	Q4161100	0	0	1
Q4161302	Q4161302	0	0	1
Q4161316	Q4161316	0	0	1
Q4161432	Q4161432	0	0	1
Q4161969	Q4161969	0	0	1
Q4161971	Q4161971	0	0	1
Q4161972	Q4161972	0	0	1
Q4161973	Q4161973	0	0	1
Q4161974	Q4161974	0	0	1
Q4161977	Q4161977	0	0	1
Q4161978	Q4161978	0	0	1
Q4161982	Q4161982	0	0	1
Q4161983	Q4161983	0	0	1
Q4161985	Q4161985	0	0	1
Q4162123	Q4162123	0	0	2
Q4162124	Q4162124	0	0	1
Q4162125	Q4162125	0	0	1
Q4162398	Q4162398	0	0	1
Q4162421	Q4162421	0	0	1
Q4162481	Q4162481	0	0	1
Q4162487	Q4162487	0	0	1
Q4162492	Q4162492	0	0	1
Q4162549	Q4162549	0	0	1
Q4162554	Q4162554	0	0	1
Q4162607	Q4162607	0	0	1
Q4202634	Q4202634	0	0	1
Q4202638	Q4202638	0	0	1
Q4202642	Q4202642	0	0	1
Q4202652	Q4202652	0	0	1
Q4202653	Q4202653	0	0	1
Q4202654	Q4202654	0	0	1
Q4202656	Q4202656	0	0	1
Q4202658	Q4202658	0	0	1
Q4202665	Q4202665	0	0	1
Q4202666	Q4202666	0	0	1
Q4202667	Q4202667	0	0	1
Q4214556	Q4214556	0	0	1
Q4214559	Q4214559	0	0	1
Q4214560	Q4214560	0	0	1
Q4214561	Q4214561	0	0	1
Q4214564	Q4214564	0	0	1
Q4214565	Q4214565	0	0	1
Q4214570	Q4214570	0	0	1
Q4214593	Q4214593	0	0	1
Q4214597	Q4214597	0	0	1
Q4291488	Q4291488	0	0	1
Q4291505	Q4291505	0	0	1
Q4291661	Q4291661	0	0	1
Q4301860	Q4301860	0	0	2
Q4312010	Q4312010	0	0	1
Q4321602	Q4321602	0	0	1
Q4321606	Q4321606	0	0	1
Q4321616	Q4321616	0	0	1
Q4327209	Q4327209	0	0	1
Q4327210	Q4327210	0	0	1
Q4332243	Q4332243	0	0	1
Q4332245	Q4332245	0	0	1
Q4332773	Q4332773	0	0	1
Q4332786	Q4332786	0	0	1
Q4332787	Q4332787	0	0	1
Q4332788	Q4332788	0	0	1
Q4332793	Q4332793	0	0	1
Q4332794	Q4332794	0	0	1
Q4332796	Q4332796	0	0	1
Q4332797	Q4332797	0	0	1
Q4332802	Q4332802	0	0	1
Q4332803	Q4332803	0	0	1
Q4332804	Q4332804	0	0	1
Q4332814	Q4332814	0	0	1
Q4332819	Q4332819	0	0	1
Q4332820	Q4332820	0	0	1
Q4332835	Q4332835	0	0	1
Q4332837	Q4332837	0	0	1
Q4332839	Q4332839	0	0	1
Q4332846	Q4332846	0	0	1
Q4332857	Q4332857	0	0	1
Q4332858	Q4332858	0	0	1
Q4332859	Q4332859	0	0	1
Q4332860	Q4332860	0	0	1
Q4332866	Q4332866	0	0	1
Q4332867	Q4332867	0	0	1
Q4332868	Q4332868	0	0	1
Q4332874	Q4332874	0	0	1
Q4332876	Q4332876	0	0	1
Q4332884	Q4332884	0	0	1
Q4332891	Q4332891	0	0	1
Q4332897	Q4332897	0	0	2
Q4332900	Q4332900	0	0	1
Q4332903	Q4332903	0	0	1
Q4332906	Q4332906	0	0	1
Q4332907	Q4332907	0	0	1
Q4332908	Q4332908	0	0	1
Q4332910	Q4332910	0	0	1
Q4332912	Q4332912	0	0	1
Q4332913	Q4332913	0	0	1
Q4332915	Q4332915	0	0	1
Q4332920	Q4332920	0	0	1
Q4332922	Q4332922	0	0	1
Q4332923	Q4332923	0	0	1
Q4332936	Q4332936	0	0	1
Q4332938	Q4332938	0	0	1
Q4332957	Q4332957	0	0	1
Q4332958	Q4332958	0	0	1
Q4337133	Q4337133	0	0	1
Q4337152	Q4337152	0	0	1
Q4337153	Q4337153	0	0	1
Q4337154	Q4337154	0	0	2
Q4337159	Q4337159	0	0	1
Q4348642	Q4348642	0	0	1
Q4351681	Q4351681	0	0	1
Q4351682	Q4351682	0	0	1
Q4351685	Q4351685	0	0	1
Q4351688	Q4351688	0	0	1
Q4351731	Q4351731	0	0	1
Q4363459	Q4363459	0	0	1
Q4370029	Q4370029	0	0	1
Q4370034	Q4370034	0	0	1
Q4413569	Q4413569	0	0	1
Q4413570	Q4413570	0	0	1
Q4413575	Q4413575	0	0	2
Q4419176	Q4419176	0	0	2
Q4419225	Q4419225	0	0	2
Q4419226	Q4419226	0	0	1
Q4419228	Q4419228	0	0	2
Q4419230	Q4419230	0	0	1
Q4419231	Q4419231	0	0	1
Q4419232	Q4419232	0	0	1
Q4419233	Q4419233	0	0	1
Q4419234	Q4419234	0	0	1
Q4419235	Q4419235	0	0	1
Q4419236	Q4419236	0	0	1
Q4419237	Q4419237	0	0	2
Q4419238	Q4419238	0	0	1
Q4419239	Q4419239	0	0	1
Q4419240	Q4419240	0	0	1
Q4419241	Q4419241	0	0	2
Q4445789	Q4445789	0	0	1
Q4445791	Q4445791	0	0	1
Q4445792	Q4445792	0	0	1
Q4445799	Q4445799	0	0	1
Q4445801	Q4445801	0	0	1
Q4445811	Q4445811	0	0	1
Q4445813	Q4445813	0	0	1
Q4445831	Q4445831	0	0	1
Q4445834	Q4445834	0	0	1
Q4445836	Q4445836	0	0	1
Q4445837	Q4445837	0	0	1
Q4445845	Q4445845	0	0	1
Q4445847	Q4445847	0	0	1
Q4445848	Q4445848	0	0	1
Q4445849	Q4445849	0	0	1
Q4445850	Q4445850	0	0	1
Q4445852	Q4445852	0	0	1
Q4445857	Q4445857	0	0	1
Q4445860	Q4445860	0	0	1
Q4445865	Q4445865	0	0	1
Q4445867	Q4445867	0	0	1
Q4445871	Q4445871	0	0	1
Q4445873	Q4445873	0	0	1
Q4445874	Q4445874	0	0	1
Q4445892	Q4445892	0	0	1
Q4446664	Q4446664	0	0	1
Q4454236	Q4454236	0	0	1
Q4454238	Q4454238	0	0	2
Q4454239	Q4454239	0	0	2
Q4454241	Q4454241	0	0	1
Q4456616	Q4456616	0	0	1
Q4456617	Q4456617	0	0	1
Q4456618	Q4456618	0	0	1
Q4456623	Q4456623	0	0	1
Q4456632	Q4456632	0	0	1
Q4456642	Q4456642	0	0	1
Q4456645	Q4456645	0	0	1
Q4456653	Q4456653	0	0	1
Q4456679	Q4456679	0	0	1
Q4457906	Q4457906	0	0	1
Q4463081	Q4463081	0	0	1
Q4463082	Q4463082	0	0	1
Q4463138	Q4463138	0	0	1
Q4463139	Q4463139	0	0	1
Q4463145	Q4463145	0	0	1
Q4463207	Q4463207	0	0	1
Q4463215	Q4463215	0	0	1
Q4463252	Q4463252	0	0	1
Q4463255	Q4463255	0	0	1
Q4463313	Q4463313	0	0	1
Q4463330	Q4463330	0	0	1
Q4492129	Q4492129	0	0	1
Q4492130	Q4492130	0	0	1
Q4492133	Q4492133	0	0	1
Q4492135	Q4492135	0	0	1
Q4493225	Q4493225	0	0	1
Q4493226	Q4493226	0	0	1
Q4493227	Q4493227	0	0	1
Q4493228	Q4493228	0	0	1
Q4493232	Q4493232	0	0	1
Q4493233	Q4493233	0	0	1
Q4498194	Q4498194	0	0	1
Q4498195	Q4498195	0	0	1
Q4498198	Q4498198	0	0	1
Q4498199	Q4498199	0	0	1
Q4498202	Q4498202	0	0	1
Q4498206	Q4498206	0	0	1
Q4498207	Q4498207	0	0	1
Q4498210	Q4498210	0	0	1
Q4498211	Q4498211	0	0	1
Q4498212	Q4498212	0	0	1
Q4498213	Q4498213	0	0	1
Q4498234	Q4498234	0	0	1
Q4498235	Q4498235	0	0	1
Q4498240	Q4498240	0	0	1
Q4498242	Q4498242	0	0	1
Q4498245	Q4498245	0	0	1
Q4498264	Q4498264	0	0	1
Q4505755	Q4505755	0	0	1
Q4505855	Q4505855	0	0	1
Q473537	Q473537	0	0	1
Q808224	Q808224	0	0	1
Q829303	Q829303	0	0	1
Q9254396	Q9254396	0	0	2
Q971847	Q971847	0	0	2
Q2506823	R(-)amphetamine	0	0	2
Q7320283	RHC80267	0	0	2
Q15410190	RO4938581	0	0	4
Q7277303	RO5166017	0	0	1
Q68406	RS 67333	0	0	1
Q7277678	RS-102221	0	0	3
Q7277962	RU28362	0	0	1
Q2271877	Radon difluoride	0	0	2
Q414270	Ranibizumab	2	0	2
Q3088229	Rasburicase	1	0	1
Q4096891	Rhenium(5+) pentabromide	0	0	1
Q4445872	Rhenium(IV) sulfide	0	0	1
Q20671903	Rhodium carbonyl chloride	0	0	1
Q4202670	Rhodium(III) iodide	0	0	1
Q422652	Rifampicin	0	0	11
Q7334443	Rimexolone	1	0	1
Q412323	Rituximab	2	0	2
Q855636	Ro 04-6790	0	0	1
Q7277302	Ro4491533	0	0	2
Q7339209	Ro64-6198	0	0	1
Q4445876	Ruthenium(IV) sulfide	0	0	1
Q15634130	S-14506	0	0	1
Q7387033	S-14671	0	0	1
Q286975	S-15535	0	0	1
Q5552687	S-18986	0	0	4
Q27868429	S63845	0	0	1
Q7388901	SB 204070	0	0	1
Q44787	SB 204741	0	0	2
Q7388908	SB 242084	0	0	3
Q15410189	SB 243213	0	0	3
Q855345	SB 258719	0	0	1
Q855568	SB 271046	0	0	1
Q7388915	SB 612111	0	0	1
Q80311	SB 699551	0	0	1
Q7388910	SB-277,011-A	0	0	3
Q7388911	SB-334867	0	0	2
Q7388914	SB-649868	0	0	2
Q21098842	SB236057	0	0	1
Q855518	SB258585	0	0	1
Q1427742	SB269970	0	0	1
Q855557	SB357134	0	0	1
Q856068	SB399885	0	0	1
Q7389148	SCH-23390	0	0	4
Q44814	SDZ SER-082	0	0	3
Q7390598	SKF-38393	0	0	2
Q15427858	SKF89976A	0	0	1
Q7391803	SNC80	0	0	1
Q7392758	SR142948A	0	0	1
Q7392759	SR144528	0	0	1
Q7392863	SRT1720	0	0	1
Q7394936	SU6656	0	0	7
Q3950557	Sargramostim	5	0	5
Q4138116	Scandium hydroxide	0	0	1
Q21098848	Sch 202596	0	0	1
Q7455005	Sermorelin	1	0	1
Q904153	Sevelamer	1	0	1
Q7515025	Silicon monosulfide	0	0	1
Q3916635	Silver perrhenate	0	0	1
Q32089	Sirolimus	1	0	2
Q2048340	Sodium metatitanate	0	0	1
Q2405605	Sodium telluride	0	0	1
Q2008962	Sodium tetrachloropalladate	0	0	1
Q1636041	Soluble glass	0	0	2
Q7559299	Somatorelin	0	0	1
Q7559307	Somatrem	2	0	2
Q3604561	Stannic acid	0	0	1
Q2805600	Steviol glycoside	0	0	1
Q416485	Streptokinase	3	0	3
Q192717	Streptomycin	5	0	5
Q4337136	Strontium arsenate	0	0	1
Q12747053	TCS-OX2-29	0	0	1
Q7670263	THIQ	0	0	1
Q7670627	TM-38837	0	0	2
Q415489	Tantalum nitride	0	0	1
Q4119775	Tantalum(IV) sulfide	0	0	1
Q44944	Tegaserod	2	0	2
Q1644947	Tenecteplase	2	0	2
Q7701687	Terconazole	1	0	1
Q411781	Teriparatide	1	0	3
Q7705415	Tesamorelin	0	0	1
Q4164129	Tetrairidium dodecacarbonyl	0	0	1
Q2366402	Tetrakis(triphenylphosphine)palladium(0)	0	0	1
Q4164130	Tetrarhodium dodecacarbonyl	0	0	1
Q16705844	Tetrasilane	0	0	1
Q7706775	Tetrazolylglycine	0	0	5
Q411046	Thiomersal	0	0	1
Q20817224	Thyroglobulin	6	0	6
Q20816877	Thyrotropin Alfa	2	0	2
Q15708331	Tildrakizumab	0	0	1
Q413994	Timolol	5	0	6
Q6589976	Tin selenide	0	0	2
Q4454243	Tin telluride	0	0	2
Q204986	Tin(II) sulfide	0	0	1
Q20817252	Tinzaparin	1	0	2
Q411198	Tinzaparin sodium	0	0	2
Q4119779	Titanium disilicide	0	0	1
Q425154	Tocilizumab	1	0	1
Q412616	Trastuzumab	2	0	2
Q419426	Trimethylgallium	0	0	1
Q4463086	Trimethylindium	0	0	1
Q3008073	Trimethylsilyl cyanide	0	0	1
Q2347328	Trimethylstibine	0	0	1
Q4337165	Trirubidium phosphate	0	0	1
Q2115937	Triruthenium dodecacarbonyl	0	0	1
Q7843943	Tris(triphenylphosphine)rhodium carbonyl hydride	0	0	1
Q7844989	Troglitazone	0	0	2
Q544393	Trovafloxacin	6	0	6
Q4864593	U46619	0	0	9
Q7862881	U50488	0	0	1
Q7862888	U92016A	0	0	1
Q12127712	UBP310	0	0	1
Q312208	UDP N-acetyl-glucosamine	0	0	1
Q4006490	Urofollitropin	2	0	3
Q420305	Ustekinumab	1	0	1
Q7906743	VER-3323	0	0	3
Q7907643	VU0238429	0	0	1
Q7907648	VUF 8430	0	0	1
Q7912593	Valrubicin	1	0	1
Q7918002	Vedolizumab	1	0	1
Q7923143	Vesamicol	0	0	1
Q282629	Vinblastine	12	0	12
Q420532	Vinorelbine	4	0	4
Q412236	Voriconazole	2	0	4
Q7946878	WAY-100135	0	0	1
Q7946882	WAY-213613	0	0	1
Q21098843	WB-4101	0	0	6
Q7950808	WIN35428	0	0	1
Q414182	Wilkinson's catalyst	0	0	1
Q905989	Wood's metal	0	0	3
Q8041720	XCT790	0	0	1
Q23005130	Xiyanping	0	0	2
Q8045923	YM348	0	0	1
Q15634080	YM976	0	0	1
Q15628007	Ytterbium selenide	0	0	1
Q8059852	Yttrium orthovanadate	0	0	2
Q8059853	Yttrium phosphate	0	0	1
Q8063121	ZK93423	0	0	4
Q10861098	ZK93426	0	0	4
Q8063128	ZM-241385	0	0	4
Q198473	Ziconotide	0	0	1
Q190077	Zinc oxide	0	0	1
Q4646874	a-412997	0	0	1
Q4646881	a-68930	0	0	2
Q304330	abacavir	2	0	2
Q305555	abarelix	0	0	1
Q4667249	abexinostat	0	0	2
Q321431	abiraterone	0	0	1
Q331451	abrin	0	0	1
Q4650421	abt-239	0	0	3
Q4650423	abt-670	0	0	1
Q418857	acebutolol	2	0	3
Q4673059	acefylline	0	0	1
Q61457	acetaldehyde	0	0	1
Q57055	acetaminophen	0	0	11
Q413690	acetazolamide	3	0	8
Q4673284	acetophenazine	2	0	2
Q180623	acetylcholine	0	0	5
Q375613	acetylcysteine	6	0	6
Q15633960	acifran	0	0	2
Q2342544	acipimox	0	0	1
Q341500	acitretin	1	0	1
Q521173	aclidinium	0	0	3
Q342108	aconitine	0	0	1
Q342745	acrivastine	2	0	2
Q342790	acrolein	0	0	1
Q147101	acyclovir	4	0	4
Q352348	adapalene	1	0	4
Q353551	adefovir	1	0	1
Q4682254	adenophostin A	0	0	2
Q190012	adenosine	1	0	8
Q2825485	adenosine 3',5'-diphosphate	0	0	1
Q210041	adenosine cyclic phosphate	0	0	2
Q185253	adenosine diphosphate	0	0	5
Q318369	adenosine phosphate	0	0	1
Q4651211	adx-47273	0	0	1
Q410794	afamelanotide	0	0	4
Q4688818	afatinib	0	0	2
Q394317	agmatine	0	0	1
Q395229	agomelatine	0	0	5
Q411629	albendazole	9	0	9
Q410358	albuterol	2	0	3
Q4713192	alclometasone	5	0	5
Q184564	aldosterone	0	0	1
Q21099132	alectinib	1	0	1
Q420057	alendronic acid	1	0	1
Q2736873	alfuzosin	0	0	3
Q15633917	alisertib	0	0	1
Q414904	aliskiren	0	0	1
Q3611854	alitretinoin	2	0	8
Q21905941	alkylating agent	0	0	4
Q409641	allicin	0	0	2
Q412486	allopurinol	1	0	2
Q408840	alloxazine	0	0	1
Q4355941	almorexant	0	0	2
Q4734060	alniditan	0	0	2
Q4734170	alogliptin	0	0	1
Q416463	alosetron	1	0	2
Q27132146	alpha-bergamotene	0	0	1
Q4032852	alpha-bisabolene	0	0	1
Q158348	alpha-tocopherol	1	0	1
Q319877	alprazolam	4	0	8
Q201370	alprenolol	0	0	1
Q579348	alprostadil	8	0	16
Q415242	altretamine	1	0	1
Q304176	aluminium gallium arsenide	0	0	1
Q18212051	aluminium niobate	0	0	1
Q1284687	aluminium silicate	0	0	1
Q18212015	aluminium triniobate	0	0	1
Q27252392	aluminum carbonate	7	0	7
Q4445787	aluminum cesium sulfate	0	0	1
Q27110407	aluminum chloride	1	0	1
Q409057	aluminum fluoride	0	0	1
Q159096	aluminum iodide	0	0	1
Q419503	aluminum phosphate	0	0	1
Q15725546	aluminum potassium diselenate	0	0	1
Q4445784	aluminum rubidium sulfate	0	0	1
Q2634282	aluminum selenide	0	0	1
Q4738021	alvimopan anhydrous	0	0	3
Q4063441	alvocidib	0	0	2
Q4652514	am-251	0	0	2
Q409761	amantadine	1	0	5
Q410789	ambrisentan	0	0	2
Q4742041	amcinonide	5	0	5
Q1872	americium	0	0	10
Q413733	americium(III) chloride	0	0	1
Q425412	americium(IV) oxide	0	0	1
Q4746121	amibegron	0	0	1
Q408529	amikacin	2	0	2
Q419995	amiloride	4	0	11
Q27258445	aminobenzoate potassium	3	0	3
Q284959	aminobenzoic acid	1	0	1
Q255968	aminocaproic acid	0	0	1
Q241150	aminoglutethimide	3	0	4
Q695442	aminomethylbenzoic acid	0	0	1
Q4746466	aminooxyacetic acid	0	0	2
Q471763	aminophylline	2	0	2
Q229924	aminosalicylic acid	3	0	3
Q410061	amiodarone	0	0	44
Q418785	amisulpride	0	0	1
Q58397	amitriptyline	1	0	15
Q411347	amlodipine	1	0	2
Q4087	ammonia	0	0	1
Q415897	ammoniatedmercuric chloride	0	0	1
Q190901	ammonium cation	0	0	1
Q188543	ammonium chloride	0	0	1
Q419676	ammonium heptamolybdate	0	0	1
Q4134945	ammonium hexachloroiridate	0	0	1
Q421888	ammonium hydroxide	0	0	1
Q663358	ammonium lactate	2	0	2
Q473576	ammonium molybdate	0	0	1
Q778163	ammonium perrhenate	0	0	1
Q4413540	ammonium selenate	0	0	1
Q415850	amobarbital	3	0	3
Q58356	amoxapine	1	0	4
Q201928	amoxicillin anhydrous	10	0	10
Q917803	ampa	0	0	4
Q179452	amphetamine	2	0	10
Q412223	amphotericin b	16	0	16
Q244150	ampicillin	10	0	10
Q422198	amprenavir	2	0	13
Q4748889	amthamine	0	0	1
Q408163	anagrelide	3	0	41
Q410228	anandamide	0	0	13
Q419143	anastrozole	3	0	4
Q4753617	andarine	0	0	1
Q23005441	andrographolide sulfonate	0	0	1
Q2846975	androstane	0	0	1
Q414673	anhydrousmonobasiccalcium phosphate	0	0	1
Q417630	aniracetam	0	0	4
Q3617574	anisindione	2	0	3
Q4770927	antalarmin	0	0	1
Q771975	antazoline	2	0	2
Q419397	anthralin	1	0	1
Q1099	antimony	0	0	82
Q4332799	antimony chloride oxide	0	0	1
Q417103	antimony pentachloride	0	0	1
Q411381	antimony pentafluoride	0	0	1
Q578446	antimony sulfate	0	0	1
Q419727	antimony tribromide	0	0	1
Q411279	antimony trichloride	0	0	1
Q419591	antimony trifluoride	0	0	1
Q2505731	antimony triiodide	0	0	1
Q409035	antimony trioxide	0	0	1
Q2985253	antimony triselenide	0	0	2
Q415578	antipyrine	1	0	1
Q16829635	apicidin	0	0	4
Q424567	apigenin	0	0	1
Q414462	apixaban	0	0	1
Q4779956	aplaviroc	0	0	1
Q269111	apomorphine	0	0	13
Q4781812	apraclonidine	1	0	3
Q621834	aprepitant	0	0	2
Q15425297	ar-12	0	0	1
Q4653529	ar-231453	0	0	1
Q407699	arachidonic acid	0	0	8
Q4783530	arachidonylcyclopropylamide	0	0	1
Q423515	arecoline	0	0	4
Q4789167	arformoterol	0	0	2
Q20888492	argiotoxin	0	0	4
Q871349	argiprestocin	0	0	4
Q696	argon	0	0	1
Q411407	argon fluorohydride	0	0	1
Q411188	aripiprazole	1	0	8
Q418913	armodafinil	1	0	1
Q409221	arsenate ion	0	0	1
Q21060492	arsenic	1	0	1
Q18211846	arsenic hemiselenide	0	0	1
Q4119943	arsenic triselenide	0	0	1
Q15730270	arsenic(III) telluride	0	0	1
Q4807593	asoprisnil	0	0	1
Q18216	aspirin	5	0	8
Q4810576	astatine monobromide	0	0	1
Q4810577	astatine monoiodide	0	0	1
Q423437	astemizole	4	0	44
Q423467	atazanavir	0	0	15
Q411325	atenolol	4	0	6
Q417240	atomoxetine	1	0	9
Q668093	atorvastatin	3	0	4
Q418179	atovaquone	1	0	1
Q125083	atrasentan	0	0	2
Q421230	auranofin	3	0	4
Q4072449	aurothioglucose	4	0	4
Q2775914	avobenzone	1	0	1
Q4830631	axitinib	2	0	4
Q4832127	azalanstat	0	0	2
Q4832285	azasetron	0	0	1
Q599160	azatadine	1	0	1
Q18939	azathioprine	8	0	8
Q413504	azelaic acid	2	0	2
Q419820	azelastine	3	0	4
Q17333188	azidosilane	0	0	1
Q165399	azithromycin anhydrous	8	0	46
Q418546	aztreonam	4	0	4
Q2878140	bacampicillin	3	0	3
Q424319	bacitracin a	2	0	2
Q413717	baclofen	9	0	9
Q799775	bafetinib	0	0	2
Q4850048	balanol	0	0	13
Q347337	balsalazide	1	0	1
Q3633651	bambuterol	0	0	1
Q4860208	bardoxolone methyl	0	0	1
Q1112	barium	0	0	71
Q421133	barium acetate	0	0	1
Q808214	barium bromate	0	0	1
Q414613	barium bromide	0	0	1
Q409224	barium carbonate	0	0	1
Q412492	barium chlorate	0	0	1
Q407270	barium chloride	0	0	1
Q206690	barium chromate	0	0	1
Q808217	barium cyanide	0	0	1
Q4162425	barium dithionate	0	0	1
Q417080	barium fluoride	0	0	1
Q808219	barium formate	0	0	1
Q407605	barium hydroxide	0	0	1
Q421465	barium iodide	0	0	1
Q4280210	barium manganate(VI)	0	0	1
Q4300384	barium molybdate	0	0	2
Q407666	barium nitrate	0	0	1
Q4321627	barium nitrite	0	0	1
Q2089658	barium oxalate	0	0	1
Q361627	barium perchlorate	0	0	1
Q3701934	barium permanganate	0	0	1
Q411394	barium peroxide	0	0	1
Q4413544	barium selenate	0	0	2
Q4413567	barium selenide	0	0	2
Q309038	barium sulfate	0	0	1
Q411656	barium sulfide	0	0	1
Q415543	barium sulfite	0	0	1
Q4456692	barium tetracyanoplatinate	0	0	1
Q4457900	barium thiocyanate	0	0	1
Q4457891	barium thiosulfate	0	0	1
Q18228246	barium tin fluoride	0	0	2
Q415484	barium titanate	0	0	1
Q15634074	bay-60-7550	0	0	1
Q4875166	bazedoxifene	0	0	2
Q4835353	bd-1047	0	0	1
Q421475	beclomethasone dipropionate	0	0	1
Q4880243	befloxatone	0	0	1
Q3637540	bekanamycin	0	0	1
Q4884554	beloranib	0	0	1
Q592802	benazepril	2	0	2
Q1169164	bendroflumethiazide	4	0	4
Q818165	benserazide	0	0	1
Q4890749	benzamil	0	0	2
Q422745	benzocaine	4	0	4
Q411424	benzoyl peroxide	2	0	2
Q4890814	benzquinamide	0	0	2
Q2889971	benzthiazide	4	0	4
Q416113	benzyl bromide	0	0	1
Q4890934	bepridil	1	0	39
Q416310	beryllium fluoride	0	0	1
Q4413545	beryllium selenate tetrahydrate	0	0	1
Q15410300	beta-ergocriptine	0	0	1
Q10860583	betaine	1	0	1
Q416132	betamethasone	10	0	11
Q794162	betaxolol	3	0	5
Q419059	bethanechol	2	0	6
Q384111	betulinic acid	0	0	1
Q418192	bexarotene	2	0	6
Q577387	bezafibrate	0	0	1
Q1988832	bicalutamide	1	0	2
Q3639734	bicuculline	0	0	7
Q4835683	biie-0246	0	0	1
Q418459	bilobalide	0	0	4
Q2393348	bimatoprost	2	0	3
Q19903515	binimetinib	0	0	2
Q864222	biochanin A	0	0	3
Q181354	biotin	1	0	1
Q414914	biperiden	2	0	7
Q4915436	biphenylindanone A	0	0	1
Q288407	bisabolene	0	0	4
Q417874	bisacodyl	1	0	1
Q942	bismuth	4	0	59
Q15628366	bismuth acetate	0	0	1
Q4332791	bismuth bromide oxide	0	0	1
Q420498	bismuth chloride	0	0	1
Q804150	bismuth hydroxide	0	0	1
Q804151	bismuth nitrate	0	0	1
Q15628364	bismuth oxalate	0	0	1
Q418042	bismuth oxychloride	0	0	1
Q965955	bismuth pentafluoride	0	0	1
Q4492115	bismuth phosphate	0	0	1
Q410462	bismuth selenide	0	0	2
Q2983022	bismuth subcarbonate	0	0	1
Q81890	bismuth subsalicylate	0	0	1
Q4445790	bismuth sulfate	0	0	1
Q419909	bismuth sulfide	0	0	1
Q15628376	bismuth tartrate anhydrous	0	0	1
Q415256	bismuth telluride	0	0	2
Q2614358	bismuth(III) bromide	0	0	1
Q425248	bismuth(III) fluoride	0	0	1
Q425085	bismuth(III) iodide	0	0	1
Q252536	bismuth(III) oxide	0	0	1
Q425258	bismuthine	0	0	1
Q412515	bisoprolol	3	0	3
Q271980	bisphenol a	0	0	2
Q4918914	bitolterol	1	0	1
Q4927426	blonanserin	0	0	2
Q4836000	bms-345541 free base	0	0	2
Q4836101	bmy-14802	0	0	1
Q4836102	bmy-7378 free base	0	0	4
Q410551	boceprevir	0	0	1
Q187045	boric acid	1	0	1
Q415872	boron trichloride	0	0	1
Q409602	boron trifluoride	0	0	1
Q419319	bortezomib	2	0	3
Q419769	bosentan anhydrous	1	0	12
Q894611	bosutinib	0	0	13
Q4095199	botulinum toxin type A	4	0	4
Q4836304	bq-123	0	0	1
Q4961977	bretazenil	0	0	6
Q2924764	brexpiprazole	1	0	2
Q577377	brimonidine	2	0	5
Q411517	brinzolamide	2	0	6
Q4836376	brl-15572	0	0	9
Q4836377	brl-44408	0	0	3
Q4836375	brl-50481	0	0	2
Q4836379	brl-54443	0	0	2
Q4972934	brodalumab	1	0	2
Q209241	brolamfetamine	0	0	3
Q2487682	bromfenac	0	0	1
Q422423	bromide ion	0	0	1
Q17337524	bromo(chloro)fluoro(iodo)silane	0	0	1
Q16736830	bromo(trifluoro)silane	0	0	1
Q16735664	bromo(triiodo)silane	0	0	1
Q421365	bromoacetone	0	0	1
Q413581	bromocriptine	7	0	22
Q4926102	bromodiphenhydramine	3	0	3
Q17318444	bromodisilane	0	0	1
Q4596865	bromolysergide	0	0	1
Q2606497	brompheniramine	1	0	1
Q27105975	brompheniramine maleate	1	0	1
Q411022	brucine	0	0	5
Q4859329	buclizine	1	0	1
Q422212	budesonide	1	0	2
Q412699	bufexamac	0	0	2
Q408915	bufotenine	0	0	2
Q275926	bumetanide	8	0	11
Q422806	bupivacaine	0	0	1
Q425838	bupranolol	0	0	3
Q407721	buprenorphine	2	0	4
Q834280	bupropion	3	0	5
Q414745	buserelin	0	0	1
Q412194	buspirone	2	0	3
Q348922	busulfan	3	0	3
