compound_id	compound_name	disease_id	disease_name	rel_type
Q411478	fluconazole	Q3327495	oral candidiasis	drug-used-for-treatment_DduftC
Q411478	fluconazole	Q977090	vulvovaginal candidiasis	drug-used-for-treatment_DduftC
Q238490	flucytosine	Q259626	aspergillosis	drug-used-for-treatment_DduftC
Q238490	flucytosine	Q273510	candidiasis	drug-used-for-treatment_DduftC
Q238490	flucytosine	Q2726043	chromoblastomycosis	drug-used-for-treatment_DduftC
Q238490	flucytosine	Q1470140	cryptococcosis	drug-used-for-treatment_DduftC
Q238490	flucytosine	Q464067	fungal infectious disease	drug-used-for-treatment_DduftC
Q238490	flucytosine	Q48143	meningitis	drug-used-for-treatment_DduftC
Q2697578	fludrocortisone	Q8282	Addison's disease	drug-used-for-treatment_DduftC
Q2697578	fludrocortisone	Q4684750	adrenal gland hyperfunction	drug-used-for-treatment_DduftC
Q27106662	fluocinolone	Q268667	atopic dermatitis	drug-used-for-treatment_DduftC
Q27106662	fluocinolone	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q27106662	fluocinolone	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q27106662	fluocinolone	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q27106662	fluocinolone	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q407350	fluoride ion	Q165328	osteoporosis	drug-used-for-treatment_DduftC
Q238512	fluorouracil	Q18975031	basal cell carcinoma	drug-used-for-treatment_DduftC
Q238512	fluorouracil	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q238512	fluorouracil	Q18555061	colonic benign neoplasm	drug-used-for-treatment_DduftC
Q238512	fluorouracil	Q1783924	head and neck cancer	drug-used-for-treatment_DduftC
Q238512	fluorouracil	Q3667186	keratosis	drug-used-for-treatment_DduftC
Q238512	fluorouracil	Q769595	meibomian cyst	drug-used-for-treatment_DduftC
Q238512	fluorouracil	Q212961	pancreatic cancer	drug-used-for-treatment_DduftC
Q238512	fluorouracil	Q2739660	rectum cancer	drug-used-for-treatment_DduftC
Q238512	fluorouracil	Q189588	stomach cancer	drug-used-for-treatment_DduftC
Q422244	fluoxetine	Q180913	bulimia nervosa	drug-used-for-treatment_DduftC
Q422244	fluoxetine	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q422244	fluoxetine	Q178190	obsessive-compulsive disorder	drug-used-for-treatment_DduftC
Q422244	fluoxetine	Q741713	panic disorder	drug-used-for-treatment_DduftC
Q410663	fluoxymesterone	Q1129007	angioedema	drug-used-for-treatment_DduftC
Q410663	fluoxymesterone	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q410663	fluoxymesterone	Q938107	hypogonadism	drug-used-for-treatment_DduftC
Q58376	fluphenazine	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q58376	fluphenazine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q5462632	flurandrenolide	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q5462632	flurandrenolide	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q5462632	flurandrenolide	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q419890	flurbiprofen	Q18556331	cystoid macular edema	drug-used-for-treatment_DduftC
Q419890	flurbiprofen	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q419890	flurbiprofen	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q418669	flutamide	Q181257	prostate cancer	drug-used-for-treatment_DduftC
Q409236	fluvoxamine	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q409236	fluvoxamine	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q409236	fluvoxamine	Q178190	obsessive-compulsive disorder	drug-used-for-treatment_DduftC
Q409236	fluvoxamine	Q741713	panic disorder	drug-used-for-treatment_DduftC
Q127060	folic acid	Q2070695	macrocytic anemia	drug-used-for-treatment_DduftC
Q127060	folic acid	Q10832211	megaloblastic anemia	drug-used-for-treatment_DduftC
Q161210	formaldehyde	Q18554021	common wart	drug-used-for-treatment_DduftC
Q637247	formoterol	Q35869	asthma	drug-used-for-treatment_DduftC
Q637247	formoterol	Q18971555	obstructive lung disease	drug-used-for-treatment_DduftC
Q420387	foscarnet	Q2076966	cytomegalia	drug-used-for-treatment_DduftC
Q420387	foscarnet	Q7476596	genital herpes	drug-used-for-treatment_DduftC
Q420387	foscarnet	Q6473911	herpes simplex	drug-used-for-treatment_DduftC
Q183554	fosfomycin	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q5473363	fosphenytoin	Q980709	status epilepticus	drug-used-for-treatment_DduftC
Q5473363	fosphenytoin	Q18554191	visual epilepsy	drug-used-for-treatment_DduftC
Q388801	furosemide	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q388801	furosemide	Q736715	chronic kidney disease	drug-used-for-treatment_DduftC
Q388801	furosemide	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q388801	furosemide	Q41861	hypertension	drug-used-for-treatment_DduftC
Q388801	furosemide	Q147778	liver cirrhosis	drug-used-for-treatment_DduftC
Q388801	furosemide	Q929737	liver disease	drug-used-for-treatment_DduftC
Q388801	furosemide	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q388801	furosemide	Q857667	pulmonary edema	drug-used-for-treatment_DduftC
Q410352	gabapentin	Q131755	bipolar disorder	drug-used-for-treatment_DduftC
Q410352	gabapentin	Q7140388	focal epilepsy	drug-used-for-treatment_DduftC
Q410352	gabapentin	Q281928	social phobia	drug-used-for-treatment_DduftC
Q412690	galantamine	Q83030	dementia	drug-used-for-treatment_DduftC
Q4321582	gallium nitrate anhydrous	Q1474877	hypercalcemia	drug-used-for-treatment_DduftC
Q417640	ganciclovir	Q26985508	Cytomegalovirus retinitis	drug-used-for-treatment_DduftC
Q417640	ganciclovir	Q2076966	cytomegalia	drug-used-for-treatment_DduftC
Q417640	ganciclovir	Q18553800	neuroretinitis	drug-used-for-treatment_DduftC
Q2365016	gatifloxacin anhydrous	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q2365016	gatifloxacin anhydrous	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q2365016	gatifloxacin anhydrous	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q2365016	gatifloxacin anhydrous	Q3776920	bacterial pneumonia	drug-used-for-treatment_DduftC
Q2365016	gatifloxacin anhydrous	Q246084	cystitis	drug-used-for-treatment_DduftC
Q2365016	gatifloxacin anhydrous	Q101896	gonorrhea	drug-used-for-treatment_DduftC
Q2365016	gatifloxacin anhydrous	Q506652	pyelonephritis	drug-used-for-treatment_DduftC
Q2365016	gatifloxacin anhydrous	Q183344	sinusitis	drug-used-for-treatment_DduftC
Q417824	gefitinib	Q18556020	lung benign neoplasm	drug-used-for-treatment_DduftC
Q414143	gemcitabine	Q18556933	cribriform carcinoma	drug-used-for-treatment_DduftC
Q414143	gemcitabine	Q18555986	pancreatic ductal carcinoma	drug-used-for-treatment_DduftC
Q384295	gemfibrozil	Q184559	arteriosclerosis	drug-used-for-treatment_DduftC
Q384295	gemfibrozil	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q384295	gemfibrozil	Q18554145	familial hyperlipidemia	drug-used-for-treatment_DduftC
Q1639595	gemifloxacin	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q1639595	gemifloxacin	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q422482	gentamicin	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q422482	gentamicin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q422482	gentamicin	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q422482	gentamicin	Q217519	bubonic plague	drug-used-for-treatment_DduftC
Q422482	gentamicin	Q82504	endocarditis	drug-used-for-treatment_DduftC
Q420705	gentian violet cation	Q3905414	Skin infection	drug-used-for-treatment_DduftC
Q420705	gentian violet cation	Q26985509	cutaneous candidiasis	drug-used-for-treatment_DduftC
Q420705	gentian violet cation	Q977090	vulvovaginal candidiasis	drug-used-for-treatment_DduftC
Q132501	glycerin	Q178436	constipation (use to describe an act)	drug-used-for-treatment_DduftC
Q132501	glycerin	Q229256	dermatitis	drug-used-for-treatment_DduftC
Q620730	glycine	Q172941	peptic ulcer disease	drug-used-for-treatment_DduftC
Q411917	glycopyrrolate	Q172941	peptic ulcer disease	drug-used-for-treatment_DduftC
Q27265738	goserelin acetate	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q27265738	goserelin acetate	Q205764	endometriosis	drug-used-for-treatment_DduftC
Q27265738	goserelin acetate	Q181257	prostate cancer	drug-used-for-treatment_DduftC
Q416096	griseofulvin	Q17141201	Tinea	drug-used-for-treatment_DduftC
Q416096	griseofulvin	Q18553212	cutaneous mycosis	drug-used-for-treatment_DduftC
Q416096	griseofulvin	Q5609817	tinea pedis	drug-used-for-treatment_DduftC
Q420682	guaifenesin	Q12125	Common cold	drug-used-for-treatment_DduftC
Q420682	guaifenesin	Q1194557	laryngitis	drug-used-for-treatment_DduftC
Q420682	guaifenesin	Q134859	pertussis	drug-used-for-treatment_DduftC
Q420682	guaifenesin	Q2085267	pharyngitis	drug-used-for-treatment_DduftC
Q420682	guaifenesin	Q183344	sinusitis	drug-used-for-treatment_DduftC
Q5613542	guanabenz	Q41861	hypertension	drug-used-for-treatment_DduftC
Q5613557	guanadrel	Q41861	hypertension	drug-used-for-treatment_DduftC
Q420673	guanethidine	Q41861	hypertension	drug-used-for-treatment_DduftC
Q5613599	guanfacine	Q41861	hypertension	drug-used-for-treatment_DduftC
Q5641126	halazepam	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q425991	halcinonide	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q425991	halcinonide	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q425991	halcinonide	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q425991	halcinonide	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q251347	haloperidol	Q191779	Gilles de la Tourette syndrome	drug-used-for-treatment_DduftC
Q251347	haloperidol	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q251347	haloperidol	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q5643439	haloprogin	Q17141201	Tinea	drug-used-for-treatment_DduftC
Q5643439	haloprogin	Q5609817	tinea pedis	drug-used-for-treatment_DduftC
Q32921	halothane	Q35869	asthma	drug-used-for-treatment_DduftC
Q32921	halothane	Q826759	status asthmaticus	drug-used-for-treatment_DduftC
Q425362	hexachlorophene	Q79928	acne	drug-used-for-treatment_DduftC
Q419987	hydralazine	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q419987	hydralazine	Q41861	hypertension	drug-used-for-treatment_DduftC
Q419987	hydralazine	Q1641132	malignant hypertension	drug-used-for-treatment_DduftC
Q419987	hydralazine	Q1128595	pulmonary hypertension	drug-used-for-treatment_DduftC
Q423930	hydrochlorothiazide	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q423930	hydrochlorothiazide	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q423930	hydrochlorothiazide	Q41861	hypertension	drug-used-for-treatment_DduftC
Q423930	hydrochlorothiazide	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q411441	hydrocodone	Q18971555	obstructive lung disease	drug-used-for-treatment_DduftC
Q190875	hydrocortisone	Q52844	enthesopathy	drug-used-for-treatment_DduftC
Q190875	hydrocortisone	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q190875	hydrocortisone	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q190875	hydrocortisone	Q41478	hemorrhoid	drug-used-for-treatment_DduftC
Q190875	hydrocortisone	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q190875	hydrocortisone	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q190875	hydrocortisone	Q826759	status asthmaticus	drug-used-for-treatment_DduftC
Q190875	hydrocortisone	Q1128440	toxic shock syndrome	drug-used-for-treatment_DduftC
Q190875	hydrocortisone	Q1477	ulcerative colitis	drug-used-for-treatment_DduftC
Q3791957	hydroflumethiazide	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q3791957	hydroflumethiazide	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q3791957	hydroflumethiazide	Q41861	hypertension	drug-used-for-treatment_DduftC
Q3791957	hydroflumethiazide	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q421094	hydroxychloroquine	Q52844	enthesopathy	drug-used-for-treatment_DduftC
Q421094	hydroxychloroquine	Q12156	malaria	drug-used-for-treatment_DduftC
Q421094	hydroxychloroquine	Q608085	photosensitivity disease	drug-used-for-treatment_DduftC
Q421094	hydroxychloroquine	Q1479497	porphyria cutanea tarda	drug-used-for-treatment_DduftC
Q421094	hydroxychloroquine	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q421094	hydroxychloroquine	Q1485	systemic lupus erythematosus	drug-used-for-treatment_DduftC
Q175901	hydroxyprogesterone	Q334655	amenorrhea	drug-used-for-treatment_DduftC
Q175901	hydroxyprogesterone	Q205764	endometriosis	drug-used-for-treatment_DduftC
Q175901	hydroxyprogesterone	Q1209744	uterine cancer	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q18554460	brain cancer	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q729735	chronic myeloid leukemia	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q18975905	collecting duct carcinoma	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q18555037	essential thrombocythemia	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q1783924	head and neck cancer	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q180614	melanoma	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q18556113	non-small cell lung carcinoma	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q172341	ovarian cancer	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q948318	polycythemia vera	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q181257	prostate cancer	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q212272	hydroxyurea	Q1209744	uterine cancer	drug-used-for-treatment_DduftC
Q421937	hydroxyzine	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q186969	ibuprofen	Q52849	ankylosing spondylitis	drug-used-for-treatment_DduftC
Q186969	ibuprofen	Q645363	bursitis	drug-used-for-treatment_DduftC
Q186969	ibuprofen	Q52844	enthesopathy	drug-used-for-treatment_DduftC
Q186969	ibuprofen	Q133087	gout	drug-used-for-treatment_DduftC
Q186969	ibuprofen	Q861224	juvenile rheumatoid arthritis	drug-used-for-treatment_DduftC
Q186969	ibuprofen	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q186969	ibuprofen	Q220193	premenstrual tension	drug-used-for-treatment_DduftC
Q186969	ibuprofen	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q3791612	ibutilide	Q815819	atrial fibrillation	drug-used-for-treatment_DduftC
Q1063862	idarubicin	Q264118	acute myeloid leukemia	drug-used-for-treatment_DduftC
Q1063862	idarubicin	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q1063862	idarubicin	Q729735	chronic myeloid leukemia	drug-used-for-treatment_DduftC
Q1063862	idarubicin	Q6708277	lymphoid leukemia	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q18557991	Hodgkin's lymphoma, mixed cellularity	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q1088156	chronic lymphocytic leukemia	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q18556020	lung benign neoplasm	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q6708277	lymphoid leukemia	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q18557998	lymphosarcoma	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q172341	ovarian cancer	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q212961	pancreatic cancer	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q18975788	spindle cell sarcoma	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q189588	stomach cancer	drug-used-for-treatment_DduftC
Q418560	ifosfamide	Q324464	testicular cancer	drug-used-for-treatment_DduftC
Q4199443	iloperidone	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q27114666	imatinib mesylate	Q268832	Accelerated phase chronic myelogenous leukemia	drug-used-for-treatment_DduftC
Q27114666	imatinib mesylate	Q729735	chronic myeloid leukemia	drug-used-for-treatment_DduftC
Q27114666	imatinib mesylate	Q5526839	gastrointestinal system cancer	drug-used-for-treatment_DduftC
Q425152	imipenem anhydrous	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q425152	imipenem anhydrous	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q425152	imipenem anhydrous	Q2450598	infective endocarditis	drug-used-for-treatment_DduftC
Q58396	imipramine	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q58396	imipramine	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q58396	imipramine	Q741713	panic disorder	drug-used-for-treatment_DduftC
Q423417	imiquimod	Q208726	anogenital venereal wart	drug-used-for-treatment_DduftC
Q423417	imiquimod	Q18554021	common wart	drug-used-for-treatment_DduftC
Q422724	inamrinone	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q422724	inamrinone	Q283656	dilated cardiomyopathy	drug-used-for-treatment_DduftC
Q1078392	indapamide	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q1078392	indapamide	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q1078392	indapamide	Q41861	hypertension	drug-used-for-treatment_DduftC
Q1078392	indapamide	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q425490	indinavir anhydrous	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q425490	indinavir anhydrous	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q409231	indomethacin	Q645363	bursitis	drug-used-for-treatment_DduftC
Q409231	indomethacin	Q52844	enthesopathy	drug-used-for-treatment_DduftC
Q409231	indomethacin	Q133087	gout	drug-used-for-treatment_DduftC
Q409231	indomethacin	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q409231	indomethacin	Q2072063	patent ductus arteriosus	drug-used-for-treatment_DduftC
Q409231	indomethacin	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q5276473	iodoquinol	Q15460254	amoebic dysentery	drug-used-for-treatment_DduftC
Q5276473	iodoquinol	Q1149046	cystinuria	drug-used-for-treatment_DduftC
Q1672108	iopanoic acid	Q16499	hyperthyroidism	drug-used-for-treatment_DduftC
Q947266	irbesartan	Q41861	hypertension	drug-used-for-treatment_DduftC
Q412197	irinotecan	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q412197	irinotecan	Q18555061	colonic benign neoplasm	drug-used-for-treatment_DduftC
Q412197	irinotecan	Q29496	leukemia	drug-used-for-treatment_DduftC
Q412197	irinotecan	Q208414	lymphoma	drug-used-for-treatment_DduftC
Q412197	irinotecan	Q18556113	non-small cell lung carcinoma	drug-used-for-treatment_DduftC
Q412197	irinotecan	Q212961	pancreatic cancer	drug-used-for-treatment_DduftC
Q412197	irinotecan	Q2739660	rectum cancer	drug-used-for-treatment_DduftC
Q412197	irinotecan	Q189588	stomach cancer	drug-used-for-treatment_DduftC
Q409595	isocarboxazid	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q413918	isoflurane	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q413918	isoflurane	Q826759	status asthmaticus	drug-used-for-treatment_DduftC
Q384993	isoflurophate	Q159701	glaucoma	drug-used-for-treatment_DduftC
Q384993	isoflurophate	Q18558101	mechanical strabismus	drug-used-for-treatment_DduftC
Q423169	isoniazid	Q12204	tuberculosis	drug-used-for-treatment_DduftC
Q1243800	isosorbide	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q1243800	isosorbide	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q1243800	isosorbide	Q223591	gastroesophageal reflux disease	drug-used-for-treatment_DduftC
Q287029	isotretinoin	Q79928	acne	drug-used-for-treatment_DduftC
Q287029	isotretinoin	Q29496	leukemia	drug-used-for-treatment_DduftC
Q287029	isotretinoin	Q938205	neuroblastoma	drug-used-for-treatment_DduftC
Q414873	isradipine	Q41861	hypertension	drug-used-for-treatment_DduftC
Q421951	kanamycins	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q409192	ketoprofen	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q409192	ketoprofen	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q27107089	ketorolac tromethamine	Q18555085	giant papillary conjunctivitis	drug-used-for-treatment_DduftC
Q958087	labetalol	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q958087	labetalol	Q41861	hypertension	drug-used-for-treatment_DduftC
Q958087	labetalol	Q1641132	malignant hypertension	drug-used-for-treatment_DduftC
Q958087	labetalol	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q422631	lamivudine	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q422631	lamivudine	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q410346	lamotrigine	Q131755	bipolar disorder	drug-used-for-treatment_DduftC
Q410346	lamotrigine	Q7140388	focal epilepsy	drug-used-for-treatment_DduftC
Q410346	lamotrigine	Q18554191	visual epilepsy	drug-used-for-treatment_DduftC
Q254296	lansoprazole	Q218712	Zollinger-Ellison syndrome	drug-used-for-treatment_DduftC
Q254296	lansoprazole	Q26695607	arterial occlusive disease	drug-used-for-treatment_DduftC
Q254296	lansoprazole	Q18968110	duodenal ulcer	drug-used-for-treatment_DduftC
Q254296	lansoprazole	Q298230	esophagitis	drug-used-for-treatment_DduftC
Q254296	lansoprazole	Q18553940	gastric ulcer	drug-used-for-treatment_DduftC
Q254296	lansoprazole	Q223591	gastroesophageal reflux disease	drug-used-for-treatment_DduftC
Q634959	latanoprost	Q9294051	ocular hypertension	drug-used-for-treatment_DduftC
Q634959	latanoprost	Q3108586	open-angle glaucoma	drug-used-for-treatment_DduftC
Q248550	leflunomide	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q27158839	lenvatinib mesylate	Q826522	thyroid cancer	drug-used-for-treatment_DduftC
Q194974	letrozole	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q907160	leuprolide	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q907160	leuprolide	Q18555222	endometrial carcinoma	drug-used-for-treatment_DduftC
Q907160	leuprolide	Q205764	endometriosis	drug-used-for-treatment_DduftC
Q907160	leuprolide	Q2012569	endometriosis of uterus	drug-used-for-treatment_DduftC
Q907160	leuprolide	Q179399	infertility	drug-used-for-treatment_DduftC
Q907160	leuprolide	Q4667534	leiomyoma	drug-used-for-treatment_DduftC
Q907160	leuprolide	Q172341	ovarian cancer	drug-used-for-treatment_DduftC
Q907160	leuprolide	Q181257	prostate cancer	drug-used-for-treatment_DduftC
Q907160	leuprolide	Q506659	prostatic hypertrophy	drug-used-for-treatment_DduftC
Q417097	levamisole	Q18555061	colonic benign neoplasm	drug-used-for-treatment_DduftC
Q408556	levobunolol	Q9294051	ocular hypertension	drug-used-for-treatment_DduftC
Q408556	levobunolol	Q3108586	open-angle glaucoma	drug-used-for-treatment_DduftC
Q2240116	levocabastine	Q18555085	giant papillary conjunctivitis	drug-used-for-treatment_DduftC
Q2240116	levocabastine	Q4119259	vernal conjunctivitis	drug-used-for-treatment_DduftC
Q300989	levodopa	Q11085	Parkinson's disease	drug-used-for-treatment_DduftC
Q424193	levofloxacin anhydrous	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q424193	levofloxacin anhydrous	Q154882	Legionnaires' disease	drug-used-for-treatment_DduftC
Q424193	levofloxacin anhydrous	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q424193	levofloxacin anhydrous	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q424193	levofloxacin anhydrous	Q3776920	bacterial pneumonia	drug-used-for-treatment_DduftC
Q424193	levofloxacin anhydrous	Q153356	chlamydia	drug-used-for-treatment_DduftC
Q424193	levofloxacin anhydrous	Q18554971	maxillary sinusitis	drug-used-for-treatment_DduftC
Q424193	levofloxacin anhydrous	Q18555243	pulmonary tuberculosis	drug-used-for-treatment_DduftC
Q424193	levofloxacin anhydrous	Q506652	pyelonephritis	drug-used-for-treatment_DduftC
Q424193	levofloxacin anhydrous	Q183344	sinusitis	drug-used-for-treatment_DduftC
Q192464	levoleucovorin	Q10832211	megaloblastic anemia	drug-used-for-treatment_DduftC
Q417204	levomepromazine	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q27287577	levomethadyl	Q18555117	opiate dependence	drug-used-for-treatment_DduftC
Q773449	levothyroxine	Q187842	autoimmune thyroiditis	drug-used-for-treatment_DduftC
Q773449	levothyroxine	Q165135	goiter	drug-used-for-treatment_DduftC
Q773449	levothyroxine	Q16501	hypothyroidism	drug-used-for-treatment_DduftC
Q773449	levothyroxine	Q966229	myxedema	drug-used-for-treatment_DduftC
Q773449	levothyroxine	Q18556131	thyroid carcinoma	drug-used-for-treatment_DduftC
Q773449	levothyroxine	Q3991731	thyrotoxicosis	drug-used-for-treatment_DduftC
Q216935	lidocaine	Q33525	carcinoma	drug-used-for-treatment_DduftC
Q216935	lidocaine	Q2912193	esophageal disease	drug-used-for-treatment_DduftC
Q216935	lidocaine	Q2508462	mouth disease	drug-used-for-treatment_DduftC
Q909745	linagliptin	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q423428	lincomycin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q282003	lindane	Q1343674	lice infestation	drug-used-for-treatment_DduftC
Q282003	lindane	Q167178	scabies	drug-used-for-treatment_DduftC
Q411377	linezolid	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q411377	linezolid	Q3776920	bacterial pneumonia	drug-used-for-treatment_DduftC
Q256502	linolenic acid	Q335555	Sjogren's syndrome	drug-used-for-treatment_DduftC
Q256502	linolenic acid	Q170990	arthritis	drug-used-for-treatment_DduftC
Q256502	linolenic acid	Q12078	cancer	drug-used-for-treatment_DduftC
Q256502	linolenic acid	Q18554145	familial hyperlipidemia	drug-used-for-treatment_DduftC
Q327362	liothyronine	Q187842	autoimmune thyroiditis	drug-used-for-treatment_DduftC
Q327362	liothyronine	Q165135	goiter	drug-used-for-treatment_DduftC
Q327362	liothyronine	Q16501	hypothyroidism	drug-used-for-treatment_DduftC
Q327362	liothyronine	Q966229	myxedema	drug-used-for-treatment_DduftC
Q327362	liothyronine	Q18556131	thyroid carcinoma	drug-used-for-treatment_DduftC
Q327362	liothyronine	Q3991731	thyrotoxicosis	drug-used-for-treatment_DduftC
Q412208	lisinopril anhydrous	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q412208	lisinopril anhydrous	Q41861	hypertension	drug-used-for-treatment_DduftC
Q152763	lithium cation	Q131755	bipolar disorder	drug-used-for-treatment_DduftC
Q152763	lithium cation	Q596474	conduct disorder	drug-used-for-treatment_DduftC
Q152763	lithium cation	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q152763	lithium cation	Q202387	post-traumatic stress disorder	drug-used-for-treatment_DduftC
Q6666510	lodoxamide	Q757838	keratitis	drug-used-for-treatment_DduftC
